Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
246,Exercise ball V-up,"The exercise ball V-up is a popular movement to target the abdominal muscles, particularly the rectus abdominis or ""six-pack"" muscles. It involves passing an exercise ball or yoga ball back and forth between the hands and feet while performing V-ups. It can be performed for reps or time as part of any ab-focused workout or bodyweight circuit.",Strength,Abdominals,Body Only,Intermediate,,,"Rectus Abdominis, Obliques","Lie on your back holding an exercise ball between your feet. Lift your legs and upper body simultaneously to perform a V-up, passing the ball from your feet to your hands at the top of the movement. Lower back down and repeat."
247,Standing torso twist stretch,"The standing torso twist stretch is a stretching exercise targeting the lats and core, particularly the obliques. It’s great before a workout or any sporting event that involves a lot of twisting of the upper body.",Stretching,Abdominals,Body Only,Intermediate,,,"Obliques, Lats, Rectus Abdominis","Stand with your feet shoulder-width apart. Twist your torso to the right, reaching your arms out to the sides, then twist to the left. Repeat for the desired number of reps."
248,Slalom jumps,"The slalom jump is an explosive bodyweight exercise that targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Plyometrics,Abdominals,Body Only,Intermediate,,,"Quads, Glutes, Hamstrings, Calves","Start in a standing position with feet hip-width apart. Bend your knees and jump laterally to one side, landing softly on the balls of your feet. Immediately jump to the other side, repeating for the desired number of reps or time."
249,Bear crawl,"The bear crawl is a popular bodyweight crawling exercise. While it looks simple, the bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Abdominals,Body Only,Intermediate,,,"Shoulders, Core, Legs","Start in a quadruped position with hands under shoulders and knees under hips. Lift your knees off the ground and crawl forward, moving opposite hand and foot together. Keep your back flat and core engaged. Continue crawling for the desired distance or time."
250,Crab single-arm reach,"The crab single-arm reach is a full-body exercise that requires maintaining a tabletop position while alternating arm raises. It is an excellent movement to include in a dynamic warm-up, a bodyweight circuit, or for muscle activation or mobility anytime.",Stretching,Abdominals,Body Only,Intermediate,,,"Core, Shoulders, Glutes",Begin in a tabletop position with hands and feet on the ground. Keep your hips lifted and back flat. Raise one arm straight up towards the ceiling while maintaining balance. Alternate arms for the desired number of reps.
251,Side lunge cross-body heel-touch,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Abdominals,Body Only,Intermediate,,,"Quads, Glutes, Hamstrings, Obliques","Stand with feet shoulder-width apart. Step to the side with one leg into a lunge position, bending the knee while keeping the other leg straight. As you lunge, reach down to touch the heel of the extended leg with the opposite hand. Return to standing and repeat on the other side."
252,Alligator Crawl,"The spider crawl is a bodyweight exercise that involves crawling on the floor with the knees outside of the elbows. It is different from a leopard crawl in that the hips are higher, and it's different from a bear crawl because the knees are wider. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Abdominals,Body Only,Intermediate,,,"Core, Abdominals","Start in a quadruped position with knees wider than shoulders. Lift your knees slightly off the ground and crawl forward, keeping your hips elevated. Move your right hand and left foot forward, then switch to the left hand and right foot. Continue crawling for the desired distance or time."
253,Lying cross-over lower back stretch,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Stretching,Abdominals,Body Only,Intermediate,,,"Lower Back, Hips, Torso","Lie flat on your back with arms extended out to the sides. Bend your knees and rotate them to one side, keeping your shoulders flat on the ground. Hold the stretch for a few seconds, then switch to the other side."
254,Half bird dog,"The half bird dog is a core exercise designed to strengthen the posterior chain. In the half bird dog, you will raise one arm or one leg at a time, rather than both at once as you would for a regular bird dog.",Strength,Abdominals,Body Only,Intermediate,,,"Core, Posterior Chain, Abdominals","Start on all fours in a tabletop position. Extend one arm forward and the opposite leg backward, keeping your hips level. Hold for a moment, then return to the starting position and switch sides. Repeat for the desired number of reps."
255,Shoulder tap,"The shoulder tap is an exercise targeting the abdominals and core. The basic stance matches the top of a push-up position. From there, one hand is raised to tap its opposing shoulder. A tap with each hand to each opposing shoulder equals one rep.",Strength,Abdominals,Body Only,Intermediate,,,"Core, Abdominals","Begin in a push-up position with hands under shoulders. Keeping your core tight, lift one hand and tap the opposite shoulder. Return the hand to the ground and repeat with the other hand. Alternate sides for the desired number of reps."
256,Double crunch,"The double crunch is a bodyweight exercise focused on the muscles of the core, the rectus abdominis or ""six-pack"" muscles in particular. It's a very simple exercise that involves ""crunching"" the knees and elbows toward each other using the abdominal muscles, while keeping the back flat against the ground.",Strength,Abdominals,Body Only,Intermediate,,,"Core, Rectus Abdominis","Lie on your back with your knees bent and feet flat on the ground. Place your hands behind your head. Simultaneously lift your knees towards your chest while curling your upper body off the ground, bringing your elbows towards your knees. Return to the starting position and repeat."
