Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
739,Single-arm dumbbell preacher curl,"The single-arm dumbbell preacher curl is an exercise that focuses on building the biceps, particularly the biceps peak. Most people will go light on this movement, performing it for moderate to high reps as part of an upper-body or arms-focused workout.",Strength,Arms,Dumbbell,Average,8.7,Average,Biceps,"1. Sit on a preacher bench with a dumbbell in one hand. 2. Rest your arm on the bench with your elbow at the edge. 3. Curl the dumbbell up towards your shoulder, then lower it back down slowly."
740,Alternate Incline Dumbbell Curl,"The alternating incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 rep per arm or more, as part of upper-body or arm-focused training.",Hypertrophy,Arms,Dumbbell,Average,8.7,Average,Biceps,1. Sit back on an incline bench with a dumbbell in each hand. 2. Curl the dumbbells up while keeping your elbows close to your body and your wrists neutral.
741,Standing concentration curl,"The standing concentration curl is a variation on the more common seated concentration curl, which is a staple of bodybuilding arm routines. It can serve as a substitute for preacher curl variations if a preacher bench is unavailable and is also a classic way to focus in on the biceps peak. It is usually performed for moderate to high reps, such as 8-10 reps per set, with a focus on strict form and controlled tempo.",Hypertrophy,Arms,Dumbbell,Average,8.7,Average,Biceps,"1. Stand with a dumbbell in each hand, arms fully extended. 2. Curl the dumbbells towards your shoulders while keeping your elbows stationary."
742,Alternating incline dumbbell biceps curl,"The alternating incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 rep per arm or more, as part of upper-body or arm-focused training.",Hypertrophy,Arms,Dumbbell,Average,8.6,Average,Biceps,1. Sit back on an incline bench with a dumbbell in each hand. 2. Curl the dumbbells up while keeping your elbows close to your body and your wrists neutral.
743,Alternate Hammer Curl,"The alternating hammer curl is performed with dumbbells but without wrist supination. Throughout each rep, the wrists remain neutral, like a carpenter hammering a nail.",Hypertrophy,Arms,Dumbbell,Average,8.6,Average,"Biceps, Brachialis, Brachioradialis","1. Stand with a dumbbell in each hand at your sides. 2. Curl the dumbbells up with a neutral grip, keeping your elbows close to your body."
744,Seated dumbbell biceps curl,"The seated dumbbell biceps curl is a popular exercise for building bigger biceps. While curls can effectively be performed standing as well, performing them seated can enforce strict form and perhaps boost the mind-muscle connection. Like most curl variations, these are usually performed for moderate to high reps, such as 8-12 reps per set or more.",Hypertrophy,Arms,Dumbbell,Average,8.6,Average,Biceps,"1. Sit on a bench with a dumbbell in each hand, arms at your sides. 2. Curl the dumbbells towards your shoulders while keeping your back straight and elbows stationary."
745,Preacher Hammer Dumbbell Curl,"The Preacher Hammer Dumbbell Curl is an exercise that targets the biceps, particularly the brachialis and brachioradialis. It is performed on a preacher bench to isolate the biceps and minimize cheating.",Strength,Arms,Dumbbell,Average,8.6,Average,Biceps,1. Sit on a preacher bench with your upper arms resting on the pad. 2. Hold a dumbbell in each hand with a neutral grip (palms facing each other). 3. Curl the dumbbells up towards your shoulders while keeping your upper arms stationary. 4. Lower the dumbbells back to the starting position in a controlled manner.
746,Dumbbell preacher curl,"The dumbbell preacher curl is an exercise that focuses on building the biceps, particularly the biceps peak. All you need is a pair of dumbbells and a preacher bench. It's usually performed for moderate to high reps as part of an upper-body or arms-focused workout.",Strength,Arms,Dumbbell,Intermediate,8.3,Average,Biceps,1. Sit on a preacher bench with your arms resting on the pad. 2. Hold a dumbbell in each hand with an underhand grip. 3. Curl the weights towards your shoulders while keeping your elbows stationary. 4. Lower the weights back to the starting position.
747,Lying Supine Dumbbell Curl,The Lying Supine Dumbbell Curl is an exercise that targets the biceps while lying on your back. This position helps to isolate the biceps and reduce momentum during the curl.,Strength,Arms,Dumbbell,Average,8.3,Average,Biceps,"1. Lie on a flat bench with a dumbbell in each hand, arms extended above your chest. 2. Curl the dumbbells towards your shoulders while keeping your elbows stationary. 3. Squeeze at the top of the movement, then lower the weights back to the starting position."
748,Standing Dumbbell Reverse Curl,"With the reverse-grip dumbbell curl, the palms face down, not up. This unorthodox wrist position simultaneously targets the biceps while also building forearm and grip strength. The move can performed standing or seated.",Strength,Arms,Dumbbell,Intermediate,8.1,Average,"Biceps, Forearms","1. Stand with a dumbbell in each hand, arms at your sides, palms facing down. 2. Curl the dumbbells up towards your shoulders while keeping your elbows close to your body. 3. Lower the weights back down in a controlled manner."
749,Palms-out incline biceps curl,"The palms-out incline biceps curl is an exercise targeting the biceps. It is largely similar to the incline dumbbell curl, but the palms-out position targets the long head of the biceps, which is responsible for the biceps ""peak."" This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Arms,Dumbbell,Intermediate,8.0,Average,Biceps,"1. Sit on an incline bench with a dumbbell in each hand, arms hanging down at your sides, palms facing away from you. 2. Curl the dumbbells towards your shoulders while keeping your elbows stationary. 3. Squeeze at the top, then lower the weights back to the starting position."
750,Straight-arm plank with biceps curl,"The straight-arm plank with biceps curl is a hybrid movement that trains the abdominal and biceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing an additional cardiovascular challenge.",Strength,Abdominals,Dumbbell,Intermediate,7.7,Average,"Biceps, Abdominals","1. Start in a straight-arm plank position with your body in a straight line. 2. Hold a dumbbell in one hand, and while maintaining the plank, curl the dumbbell towards your shoulder. 3. Lower the dumbbell back to the starting position and repeat with the other arm."
751,Face-down incline dumbbell biceps curl,"The face-down incline dumbbell biceps curl is an exercise targeting the biceps and performed face down on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Arms,Dumbbell,Average,7.6,Average,Biceps,"1. Lie face down on an incline bench with a dumbbell in each hand. 2. Let your arms hang straight down, then curl the dumbbells towards your shoulders. 3. Lower the dumbbells back to the starting position and repeat."
752,Seated Dumbbell Inner Biceps Curl,The seated dumbbell inner biceps curl is an effective exercise for isolating the inner part of the biceps. It is performed while seated to ensure stability and focus on the biceps contraction.,Strength,Arms,Dumbbell,Average,7.4,Average,Biceps,"1. Sit on a bench with a dumbbell in each hand, arms at your sides. 2. Rotate your wrists so that your palms face each other, then curl the dumbbells towards your shoulders. 3. Lower the dumbbells back to the starting position and repeat."
