Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles
674,Windmills,"Windmills are a dynamic exercise that improves flexibility and mobility in the hips and shoulders. They engage multiple muscle groups, making them effective for overall body coordination and stability.",Mobility,Full Body,Body Only,Intermediate,8.0,Average,"Core, Shoulders, Legs"
675,Side Leg Raises,Side leg raises are an effective exercise for targeting the hip abductors and glutes. This exercise helps improve hip stability and strength in the legs.,Strength,Legs,Body Only,Beginner,7.7,Average,"Glutes, Hip Abductors, Quadriceps"
676,Lateral hop,"The lateral hop is an explosive bodyweight exercise that consists of a two-legged hop to the side. It targets the lower body, including the quads, glutes, and hamstrings. Performed for reps, it also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Cardio,Legs,Body Only,Intermediate,7.3,Average,"quads, glutes, hamstrings"
677,Monster Walk,"The Monster Walk is a dynamic exercise that targets the lower body, particularly the glutes and hips. It involves a lateral movement that helps improve mobility and strength in the legs.",Mobility,Legs,Body Only,Intermediate,6.7,Average,"Glutes, Hip Flexors, Quadriceps, Hamstrings"
678,Side Lying Groin Stretch,The Side Lying Groin Stretch is a flexibility exercise that targets the inner thighs. It helps improve hip mobility and reduce tension in the groin area.,Mobility,Legs,Body Only,Intermediate,3.8,Average,"Adductors, Hip Flexors"
679,IT Band and Glute Stretch,"The IT Band and Glute Stretch is designed to improve flexibility and relieve tension in the hip and thigh area. This stretch targets the iliotibial band and the gluteal muscles, promoting better mobility and reducing the risk of injury.",Mobility,Legs,Body Only,Intermediate,2.4,Average,"Glutes, IT Band"
680,Single-leg lying cross-over stretch,"The single-leg lying cross-over stretch is a simple bodyweight stretch targeting the lower back, hips, and glutes. It involves rotating a single leg over the body while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Mobility,Full Body,Body Only,Beginner,1.6,Average,"lower back, hips, glutes"
681,Carioca quick step,"The carioca quick step is a lateral bodyweight exercise targeting the adductors but also promoting agility and overall conditioning. It’s a favorite of football players, particularly defensive backs, because it mimics the way they have to track wide receivers downfield. It can also help mobilize the hips for athletes and lifters of all ability levels.",Mobility,Legs,Body Only,Intermediate,0.0,,"Adductors, Hip Flexors, Glutes, Quadriceps"
682,Standing hip circle,"The standing hip circle is a bodyweight exercise targeting the hips and abductor muscles. It is a classic way to ""limber up"" after sitting for a long period or before a lower-body workout or sports. It requires no equipment and can be helpful for everyone from beginners to advanced fitness enthusiasts.",Mobility,Legs,Body Only,Intermediate,0.0,Average,"Hip abductors, Hip flexors, Glutes"
683,Lateral cone hop,"The lateral cone hop is an agility drill that involves jumping over cones or other short hurdles side to side rather than front to back. It can be performed for reps or for time and can be beneficial for track athletes, basketball players, or any other athletes who need explosive lateral power.",Cardio,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Calves, Glutes"
684,Side-To-Side Adductor Stretch,The Side-To-Side Adductor Stretch is designed to improve flexibility in the inner thigh muscles. This stretch helps to increase range of motion and reduce the risk of injury during physical activities.,Mobility,Legs,Body Only,Intermediate,,,"Adductors, Hamstrings, Quadriceps"
685,Dynamic pigeon stretch,"The dynamic pigeon stretch is a lower-body stretch targeting the glutes, hips, and piriformis. It is influenced by the pigeon pose from yoga, but involves moving in and out of the pose. It can be part of a dynamic warm-up or mobility work performed anytime.",Mobility,Legs,Body Only,Intermediate,,,"Glutes,Hips,Piriformis"
686,Cross-over jack,"The cross-over jack is a variation on the jumping jack, a popular calisthenics exercise used to improve overall conditioning. The difference between the jumping jack and the cross-over jack is that with the latter, the feet don't just come together each rep, they cross over each other. It's a great way to add variety to your warm-up or conditioning work.",Cardio,Full Body,Body Only,Intermediate,,,"Legs, Arms, Shoulders, Abdominals"
687,Traveling thigh killa,"The traveling thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops forward and backward, as well as bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
688,FYR Thigh Killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
689,HM Straddle Stretch,The HM Straddle Stretch is a flexibility exercise that targets the inner thighs and hamstrings. It involves sitting with legs spread wide and leaning forward to enhance mobility and stretch the lower body.,Mobility,Legs,Body Only,Intermediate,,,"Hamstrings, Hip Flexors, Quadriceps"
690,HM Right Leg Swing,The HM Right Leg Swing is a dynamic mobility exercise that focuses on improving hip flexibility and range of motion. It involves swinging the right leg forward and backward in a controlled manner to enhance lower body mobility.,Mobility,Legs,Body Only,Intermediate,,,"Hip flexors, Hamstrings, Glutes"
691,HM Right Side-Kick,The Right Side-Kick is a dynamic movement that enhances hip mobility and strengthens the leg muscles. It involves kicking the leg out to the side while maintaining balance and stability.,Mobility,Legs,Body Only,Intermediate,,,"Hip Flexors, Quadriceps, Glutes, Hamstrings"
692,HM Frog Stretch,The HM Frog Stretch is a mobility exercise that targets the hips and inner thighs. It helps improve flexibility and range of motion in the lower body.,Mobility,Legs,Body Only,Intermediate,,,"Hip flexors, Hamstrings, Quadriceps"
693,HM Kick-Out,The HM Kick-Out is a dynamic mobility exercise that targets the legs. It helps improve flexibility and range of motion in the hip and lower body.,Mobility,Legs,Body Only,Intermediate,,,"Hip flexors, Hamstrings, Quadriceps"
694,HM Left Leg Swing,The HM Left Leg Swing is a dynamic mobility exercise that targets the hip joint. It helps improve flexibility and range of motion in the legs.,Mobility,Legs,Body Only,Intermediate,,,"Hip flexors, Hamstrings, Quadriceps"
695,UNS Foam Roll Adductor,The UNS Foam Roll Adductor exercise focuses on improving flexibility and mobility in the adductor muscles of the inner thigh. Using a foam roller helps release tension and enhance recovery in this area.,Mobility,Legs,Body Only,Intermediate,,,"Adductors, Quadriceps, Hamstrings"
696,MetaBurn Groiner,The MetaBurn Groiner is a dynamic exercise that improves flexibility and mobility in the hips and legs. It involves a deep lunge position that helps to stretch and strengthen the lower body.,Mobility,Legs,Body Only,Intermediate,,,"Hip flexors, Hamstrings, Quadriceps, Glutes"
697,Side-lying leg adduction scissor,"The side-lying leg adduction scissor is a dynamic core exercise that combines the isometric hold of a side-lying leg lift with leg adductions to further challenge the core and adductors. It targets multiple muscles of the core, primarily the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",Mobility,Legs,Body Only,Intermediate,,,"Rectus Abdominis, Adductors, Obliques"
698,Groin and Back Stretch,The Groin and Back Stretch is designed to improve flexibility in the groin and lower back areas. It helps alleviate tension and increase range of motion.,Mobility,Legs,,Beginner,7.1,Average,"Hip Flexors, Hamstrings, Quadriceps, Lower Back"
699,Adductor/Groin,The Adductor/Groin exercise focuses on strengthening the inner thigh muscles. It helps improve stability and mobility in the lower body.,Strength,Legs,,Beginner,3.6,Average,"Adductors, Groin"
700,Incline dumbbell biceps curl,"The incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Arms,Bands,Intermediate,,,Biceps
701,Banded biceps curl in squat position,"The banded biceps curl in squat position is an exercise targeting the biceps, although it also works the core and lower body.",Strength,Arms,Bands,Intermediate,,,"Biceps, Core, Quadriceps, Hamstrings"
702,Banded Hammer Press - Gethin Variation,The machine chest press is an upper body exercise targeting the pectoral muscles.,Strength,Chest,Bands,Intermediate,,,"Pectorals, Shoulders, Triceps"
703,Band standing concentration curl,"The band standing concentration curl is a variation of a popular biceps-focused exercise utilizing a band instead of a dumbbell. It allows you to focus on one biceps at a time and really squeeze out intense peak contractions. Band concentration curls are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Arms,Bands,Intermediate,,,Biceps
